PlaceName,latitude,longitude
Rāisar Raisar ,27.15275,76.11885
Rāipur Khās Raipur Khas Raipur Khas Raipur Khās Rāipur Khās,27.57904,79.30837
Rāipur Rāni Raipur Rani Raipur Raipur Rani Rāipur Rāipur Rāni,30.5856,77.02177
Rāipur Raipur Raipur Rāipur,30.31097,78.08979
Rāipur Raipur ,30.24737,77.57986
Rāipur Raipur ,29.90491,75.25548
Raipur Raipur ,27.73978,75.95905
Raibha Raibha RAI Raibha,27.1825,77.802
Rai Rai Rai Rāi,28.94206,77.09727
Rāhūwās Rahuwas Rahawas Rahuwas Rāhawās Rāhūwās,26.70002,76.33495
Raghunāthgarh Raghunathgarh ,27.65941,75.34342
Rafiābād Kalān Rafiabad Kalan Rafiabad Rafiabad Kalan Rafiābād Rafiābād Kalān,27.70208,79.44703
Rādhākund Radhakund Radha Kund Radhakund Rādha Kund Rādhākund,27.52432,77.49101
Radaur Radaur Radaur,30.02706,77.15177
Rabūpura Rabupura Rabupura Rabūpura,28.25153,77.60253
Qutb Minar Qutb Minar Kutb Qutb kutup minar குதுப் மினார்,28.51667,77.2
Qasba Ao Qasba Ao ,27.43148,77.34634
Pūth Khās Puth Khas ,29.02894,77.58634
Pur Khās Pur Khas ,29.10897,76.94629
Puraini Puraini Puraini Purainī,29.39316,78.45147
Pura Pura Pora Pura Pura Railroad Station Utripura,27.53104,78.15551
Pur Pur ,29.65831,77.84363
Pūndri Pundri Pundri Pūndri,29.76096,76.56034
Pūnāhāna Punahana Punahana Punāhāna Pūnāhāna,27.86371,77.20432
Pulāsar Pulasar Pulasar Pulāsar Pūlāsar,28.40866,74.61002
Pratāpgarh Pratapgarh Partabgarh Partābgarh Pratapgarh Pratāpgarh,27.24902,76.16435
Prāgpura Pragpura Bahramjori Pragpura Prāgpura,27.60636,76.08921
Porsa Porsa Porsa Порса,26.67444,78.37081
Pokhra Pokhra ,29.9142,78.92233
Pitambarpur Pitambarpur PMR Pitambarpur Pitambarpur Railroad Station,28.20023,79.54076
Pisāwa Pisawa Pisawa Pisawah Pisāwa,28.11089,77.76308
Pīrthala Lalauda Pirthala Lalauda Pirthala Pirthala Lalauda Pirthala Lalauda Railroad Station Pīrthala Lalauda Pīrthala Lalauda Railroad Station,29.62333,75.86747
Pīrthala Pirthala ,28.23341,77.2917
Dariyāpur Pīpli Dariyapur Pipli Dariyapur Pipli Dariyāpur Pīpli Pipli,30.10483,77.4177
Piplāi Piplai Piplai Piplāi Pīplai,26.50099,76.54069
Pipālsāna Pipalsana Pipalsana Pipalsāna Pipālsāna,28.93172,78.82204
Pinjaur Pinjaur Pinjaur,30.79873,76.91822
Pingora Pingora PNGR Pingora,27.09618,77.37648
Pindārsi Railroad Station Pindarsi Railroad Station PDS Pindarsi Pindarsi Railroad Station Pindārsi Pindārsi Railroad Station,29.91814,76.70506
Pingawān Pingawan Pinangwa Pinangwan Pinangwān Pingawan Pingawān,27.8959,77.1022
Pināna Pinana ,29.0634,76.82702
Pināhat Pinahat Pinahat Pināhat,26.88695,78.37534
Pināhat Pinahat Pinahat Pināhat,26.88487,78.37647
Pīna Pina ,29.46502,77.63783
Pilwa Pilwa ,27.60888,78.5759
Pilu Khera Railroad Station Pilu Khera Railroad Station PKDE Pilu Khera Pilu Khera Railroad Station,29.35572,76.49937
Pilkhua Pilkhua Pilkhua Pilkhuwa,28.71271,77.656
Pilkhani Railroad Station Pilkhani Railroad Station PKY Pilkani Pilkhani Pilkhani Railroad Station Pilkhāni,29.99746,77.47244
Pilauda Pilauda Pilauda,26.59543,76.83725
Pilāni Pilani Pilani Pilāni,28.36725,75.60352
Pīlākhār Nadī Pilakhar Nadi Pilakhar Pilakhar Nadi Pīlakhar Pīlākhār Nadī,28.56667,79.26667
Pheona Pheona Pheona,29.0733,78.35071
Pharihā Phariha Phariha Pharihā,27.32166,78.47267
Pharal Pharal ,29.83507,76.58671
Phalauda Phalauda Phalauda,29.18824,77.82996
Phaggu Phaggu Phaggu Phāggu,29.77594,75.1249
Pehowa Pehowa Pehowa,29.97897,76.58249
Pauri Pauri Pauri bao li pa'uri paudi pauri Паури Паурі पौड़ी पौडी পাউরি પૌડી ପାଉରି 保里,30.15286,78.7771
Patwāi Patwai ,28.66082,79.03212
Patwa Dunga Patwa Dunga Patwa Dangar Patwa Dunga,29.33834,79.44744
Pātoli Patoli Patoli Pātoli Pātolī,26.98135,76.81353
Pātoda Patoda ,27.72082,74.92622
Pātli Railroad Station Patli Railroad Station PT Path Patli Patli Railroad Station Pātli Pātli Railroad Station,28.40108,76.85718
Patiāli Patiali ,27.69086,78.99823
Patiālewāli Nadi Patialewali Nadi Patialewali Patialewali Nadi Patiālewāli Patiālewāli Nadi,30.07926,76.24303
Patiāla Navigation Channel Patiala Navigation Channel Patiala Branch Patiala Navigation Channel Patiāla Branch Patiāla Navigation Channel,30.30781,76.40116
Patiāla Patiala Pat'jala Patiala Patiāla Патьяла,30.33625,76.3922
Patiala Patiala Distretto di Patiala District Patiala District de Patiala Distrito de Patiala PTL Patiala Patiala District Patiala district Patialan piirikunta Patiāla mntqt batyala pa ti ya la xian pati'ala jilla pati'ala zil'ha patiyala jil'ha patiyala jila patiyala jilla patiyala jillo patiyalamandalam Патиала ضلع پٹیالہ منطقة باتيالا पटिआला जिल्ला पटियाला जिला पटियाला जिल्ला पटियालामण्डलम् पातियाळा जिल्हा ਪਟਿਆਲਾ ਜ਼ਿਲ੍ਹਾ પટિયાલા જિલ્લો ପଟିଆଲା ଜିଲ୍ଲା 帕提亞拉縣,30.35,76.4
Pathri Railroad Station Pathri Railroad Station PRI Pathri Pathri Railroad Station Pathrī,29.85327,78.07799
Pātoda Patoda Pathoda Patoda Pāthoda Pātoda,28.15486,75.13819
Pathena Pathena ,27.12595,77.02545
Pataunda Pataunda Pataunda Pataundā,26.6898,76.97524
Pataudi Road Railroad Station Pataudi Road Railroad Station PTRD Pataudi Road Pataudi Road Railroad Statioin Pataudi Road Railroad Station,28.34781,76.75211
Pataudi Pataudi Pataudi pa tao di pataudi pattoti पटौदी পতৌদি பட்டோடி 帕陶迪,28.32547,76.77858
Patauda Patauda ,28.40354,76.67667
Pātan Patan ,27.79835,75.97498
Parvezpur Parvezpur PVZ Parvezpur Parvezpur Railroad Station,28.51088,75.73214
Partābnagar Partabnagar Partabnagar Partābnagar Pratabnagar Pratābnagar,30.46667,78.48333
Parsakhera Parsakhera ,28.43246,79.34219
Parkham Parkham PRK Parkham,27.28683,77.71591
Parisal Parisal PSL Parisal,27.68199,76.61526
Parīchhatgarh Parichhatgarh ,28.97841,77.93422
Pārbati Nadi Parbati Nadi Parbati Nadi Parbati River Pārbati Nadi Pārbati River,26.90568,77.86799
Pāpardā Paparda ,26.78074,76.44123
Pāota Paota Paota Pāota,26.95791,76.9297
Pāonta Sāhib Paonta Sahib Paonta Paonta Sahib Pāonta Sāhib,30.43666,77.62462
Pantnagar Pantnagar ,29.05,79.51667
Pantnagar Pantnagar PGH Pantangar Pantnagar pantanagara pantonagaru Пантанґар Пантнагар पंतनगर パントナガル,29.05,79.51667
Pānīpat Panipat Panipat Panipata Pānīpat Панипата,29.38747,76.96825
Panihāri Panihari ,29.64356,75.14483
Pānhori Panhori ,27.44791,77.24992
Pandusar Pandusar ,28.8654,74.66192
Pandu Pindāri Railroad Station Pandu Pindari Railroad Station Pandu Pindari Pandu Pindari Railroad Station Pandu Pindāri Pandu Pindāri Railroad Station,29.30846,76.37185
Pānchli Khurd Panchli Khurd Panchli Panchli Khurd Pānchli Khurd,28.96265,77.61307
Palwal Palwal Palval Palwal balwal pa er wa er pala'oyala palaraala palavala palawala Палвал بالوال पलवल পালওয়াল পালৱাল ପଲୱାଲ 帕尔瓦尔,28.14469,77.32546
Palsāna Palsana Palsana Palsāna,27.4808,75.37849
Pālam Palam PM Palam Palam Railroad Station Pālam Pālam Railroad Station,28.58549,77.0935
Pālam Palam Palam Pālam,28.58855,77.07862
Pākhar Pakhar ,27.11743,76.91091
Paikbara Paikbara ,28.82569,78.6773
Paigaon Paigaon Paigaon,27.78214,77.52698
Pāi Pai ,29.70437,76.52827
Pahāsu Pahasu Pahasu Pahāsu,28.1722,78.06376
Pahāri Pahari Pahari Pahari ki Mandi Pahāri Pahāri ki Mandi,28.56344,75.73183
Pahāri Pahari ,27.7106,77.08396
Pahāri Pahari Pahari Pahāri Pahārī,26.81136,78.05539
Pahār Ganj Pahar Ganj Delhi Paharganj Pahar Ganj Pahār Ganj Parliament House  Delhi,28.6407,77.2154
Pādha Padha Padha Pādha,29.57504,76.77978
Dhāni Pacheri Dhani Pacheri Dhani Pacheri Dhāni Pacheri Pacheri,28.1524,75.92964
Pachār Pachar ,26.97004,75.53687
Ol Ol ,27.30355,77.62537
Okhla Okhla OKA Okhla Okhla Railroad Station,28.55949,77.2657
Nūrpur Nurpur Nurpur Nūrpur,29.14956,78.4084
Nūh Nuh Nuh Nūh,28.10296,77.00144
Nūa Nua ,28.04388,75.27189
Naugānwa Nauganwa Nauganwa Naugānwa Nowganwa Nowgānwa,27.65695,76.88551
Nohjhīl Nohjhil ,27.84907,77.64945
Nohar Nohar Nohar Nohor Tehsils,29.18292,74.77064
Nizāmpur Railroad Station Nizampur Railroad Station NIP Nizampoor Nizampur Nizampur Railroad Station Nizāmpur Nizāmpur Railroad Station,27.9667,76.0107
Niwāri Niwari Niwari Niwāri,28.87611,77.5382
Nīthrāna Nithrana ,29.23325,75.03425
Nithor Nithor ,26.9624,77.03789
Nīsang Nisang ,29.69229,76.75464
Nirgājni Nirgajni ,29.52437,77.87459
Nindhar Benār Nindhar Benar NDH Nindhar Benar Nindhar Benar Railroad Station Nindhar Benār Nindhar Benār Railroad Station,27.00268,75.73027
Nīmrāna Nimrana Neemrana Nimrana Nīmrāna,27.99193,76.38543
Nīm Nadi Nim Nadi Nim Nim Nadi Nīm Nadi Nīm Nadī,27.80814,78.54083
Neem ka Thana Neem ka Thana ,27.73976,75.78652
Nimera Nimera ,27.51874,75.52956
Nīma Nima Nima Niman Nīma,28.46481,75.48173
Nīlokheri Nilokheri Nilokeri Nilokhera Nilokheri Nilu Kheri Nīlokheri Nīlū Kheri,29.83671,76.93191
Nikurān Nikuran ,29.43714,76.37368
Nihtaur Nihtaur Nehtaur Nihtaur,29.32416,78.38724
Nihālpur Nihalpur ,27.06325,76.72593
Nīăl Nial Nial Niāl Nīăl,29.96986,76.06753
New Delhi New Delhi Dellium Novum Dilli Dillí N'ju-Deli Neo Delchi Neu-Delhi Nev Deli New Delhi New Dilli Nju Delkhi Nov-Delhio Nova Delhi Nova Deli Nova Deli - na'i dilli Nova Deli - नई दिल्ली Nova-Delhi Nove Dilli Nové Dillí Nueba Deli Nueva Delhi Nuova Delhi Nyja Deli Nyu Deli Nòva Delhi Nýja Delí Yeni Delhi dlhy aljdydt na'i dilli naya dilli niu-deli niwde li nyudelli nyuderi nyw dlhy nywdlhy putu tilli xin de li Νέο Δελχί Њу Делхи Нев Дели Нью-Дели Նյու Դելի ניו דלהי دلهي الجديدة نيودلهي नई दिल्ली নয়া দিল্লী புது தில்லி นิวเดลี ནེའུ་དིལ་ལིའི ნიუ-დელი ኒው ዴሊ ニューデリー 新德里 뉴델리,28.63576,77.22445
Nayar River Nayar River ,30.06402,78.59856
Nawalgarh Nawalgarh Nawalgarh na wa er jia er navalagadha नवलगढ 纳瓦尔加尔,27.85161,75.27384
Nawāda Nawada ,28.68333,77.8
Nawābganj Nawabganj Nawabganj Nawābganj,28.54103,79.63462
Naultha Naultha ,29.30838,76.90119
Naugaon Sādāt Naugaon Sadat Naugaon Saadat Naugaon Sadat Naugaon Saādat Naugaon Sādāt,29.00436,78.4057
Naugaon Naugaon Naugaon Naugaon Malli,29.92297,78.71596
Narwāsi Railroad Station Narwasi Railroad Station Narwasi Narwasi Railroad Station Narwasi Railway Station Narwāsi Narwāsi Railroad Station Narwāsi Railway Station,28.76424,75.41134
Narwāna Narwana Narwana Narwanal Narwāna,29.59903,76.11927
Narpura Narpura ,26.71054,77.84145
Nārnaund Narnaund Narnaund Nārnaund,29.22047,76.14278
Nārnaul Narnaul Narnaul Nārnaul,28.04444,76.10833
Nārkī Narki Narki Nārki Nārkī,27.29482,78.40499
Narindarpura Narindarpura NPX Narindarpura Narindarpura Railroad Station Narindurpura,29.95221,75.47749
Nārikhetri Railroad Station Narikhetri Railroad Station Nari Khetri Nari-Khetra Narikhetri Narikhetri Railroad Station Nāri Khetri Nārikhetri Nārikhetri Railroad Station,28.18613,75.60309
Nārhera Narhera Narera Narhera Nārera Nārhera,27.72976,76.10041
Narendranagar Narendranagar Narendranagar,30.16173,78.28712
Narela Narela Narela,28.85267,77.09288
Nārāyanpur Narayanpur ,27.51483,76.29931
Narāyangarh Narayangarh Naraingarh Narayangarh Narāyangarh Nārāyangarh,30.47798,77.12804
Naraura Naraura Naraura,28.20147,78.38723
Nāraura Naraura Naraura Narora Nāraura,27.51107,78.44051
Narauli Narauli Narauli,28.48547,78.71484
Nārāh Narah Naiah Narah Nāiāh Nārāh,29.3931,76.76031
Nānwān Nanwan NWN Nanwan Nānwān,28.37241,76.00917
Nāngloi Jāt Nangloi Jat Nangloi Nangloi Jat Nāngloi Jāt,28.67957,77.06799
Mūndi Mundi Mundi Mūndi Nangal Mundi Nāngal Mūndi,28.24564,76.48689
Nāngal Nangal ,27.35484,76.22256
Nandgaon Nandgaon Nandgaon,27.71102,77.38653
Nāndauti Nandauti ,26.70702,76.71668
Nanauta Nanauta Nanauta Phuta Shahr,29.71215,77.41728
Naloi Barwa Naloi Barwa BVZ Nalohi Barwa Naloi Barwa Naloi Barwa Railroad Station,28.96183,75.62449
Nakūr Nakur Nakur Nakūr,29.91964,77.30438
Nakraunda Nakraunda ,30.25192,78.10997
Nākrāsar Nakrasar Nakrasar Nākrāsar,28.28804,74.73438
Najībābād Najibabad Najibabab Najibabad Najībābāb Najībābād,29.61194,78.34274
Najafgarh Najafgarh Najafgarh Najafgarli,28.60922,76.97982
Naini Tāl Naini Tal Naini Tal Naini Tāl Nainital,29.39743,79.44686
Naini Tāl Naini Tal NNT Naini Tal Naini Tal District Naini Tāl Naini Tāl District Nainital,29.2,79.41667
Naila Naila Naila Nayla Nāyla,26.92177,75.97646
Nahro Nadi Nahro Nadi Nahro Nahro Nadi Nahro Nadī,26.86259,77.35325
Nunah Nunah Nahna Nunah,30.80684,77.11771
Nāhar Nahar ,28.41022,76.39813
Nāhan Nahan Nahan Nāhan,30.56029,77.29426
Nāg Tibba Range Nag Tibba Range Nag Tibba Range Naga Tibba Nāg Tibba Range,30.33333,78.4
Nāg Tibba Nag Tibba Nag Tibba Nagtiba Nāg Tibba,30.58623,78.15131
Nāgpur Nagpur ,29.65644,75.42146
Nagoki Nagoki ,29.65468,75.11742
Nagla Dhīmar Nagla Dhimar Dhimapura Dhīmapura Nagla Dhimar Nagla Dhīmar,27.18304,78.03997
Nagīna Nagina Nagina Nagīna,29.44433,78.43646
Nagīna Nagina ,27.91717,76.98207
Nāgdeo Nadī Nagdeo Nadi Naddeo Nala Naddeo Nāla Nagdeo Nadi Nagdeo Nala Nagdeo Nāla Nāgdeo Nadī,29.94279,77.6047
Nagaria Sādāt Nagaria Sadat NRS Nagaria Sadat Nagaria Sādāt,28.55069,79.20524
Nagaria Kalān Nagaria Kalan Nagaria Nagaria Kalan Nagaria Kalān Nagariā Kalān,28.08693,79.5207
Nagar Nagar ,27.42397,77.09922
Nāgal Nagal ,29.8392,77.63206
Nāgal Nagal ,29.66332,78.19251
Nādbai Nadbai Nadbai Nādbai,27.22288,77.19569
Nādanpur Nadanpur ,26.65344,77.40142
Nadāmpur Nadampur ,30.25301,76.11779
Nābha Nabha Nabha Nābha,30.37577,76.15292
Muzaffarnagar Muzaffarnagar Muzafarnagar Muzaffarnagar mu zha fa er na jia er mujapharanagara mujaphpharanagara mujaphpharanagaram mujhaphpharanagara muzaffara nagara muzaffarunagaru mzfr ngr mzfrngr Музафарнагар مظفر نگر مظفرنگر मुजफ्फरनगरम् मुज़फ़्फ़र नगर मुझफ्फरनगर મુજફ્ફરનગર ମୁଜଫରନଗର ムザッファルナガル 穆扎法尔纳加尔,29.47091,77.70332
Muzaffarnagar Muzaffarnagar Distretto di Muzaffarnagar District de Muzaffarnagar Districte de Muzaffarnagar Distrito de Muzaffarnagar MZN Muzaffarnagar Muzaffarnagar District Muzaffarnagar district mntqt mwzafarnjr mu zha fei er na jia xian mucaparnakar mavattam mujapharanagara jilla mujaphpharanagara mujaphpharanagara jilla mujaphpharanagara jillo mujaphpharanagaramandalam mujhaphpharanagara jil'ha muzaffara nagara jila mzfrngr Музаффарнагар ضلع مظفرنگر مظفرنگر مظفرنگر ضلع منطقة موزافارنجر मुजफ्फरनगर मुजफ्फरनगर जिल्ला मुजफ्फरनगरमण्डलम् मुज़फ़्फ़र नगर जिला मुझफ्फरनगर जिल्हा মুজাফ্ফরনগর મુજફ્ફરનગર જિલ્લો ମୁଜଫରନଗର ଜିଲ୍ଲା முசாபர்நகர் மாவட்டம் 姆扎費爾那加縣,29.45,77.58333
Muzaffarābād Muzaffarabad ,30.12125,77.71395
Matlabpur Railroad Station Matlabpur Railroad Station MTB Matlabpur Matlabpur Railroad Station Mutlabpur Mutlabpur Railroad Station,28.99009,78.65834
Mustafābād Mustafabad Mustafabad Mustafābād,30.2022,77.14873
Mustafābād Mustafabad ,27.30803,78.57658
Mussorie Range Mussorie Range Mussoorie ridge Mussorie Range,30.71667,77.43333
Mussoorie Mussoorie Massuri Masuri Musoori Mussooree Mussoori Mussoorie Mussuri masori masuri mu suo li mucori mus'sauri Массури Масурі Муссури مسوری، اتراکھنڈ मसुरी मसूरी মুস্সৌরি ਮਸੂਰੀ મસૂરી ମଶୋରୀ முசோரி മസൂറി 穆索里,30.45498,78.07068
Mūsīpur Musipur Musepur Musipur Mūsepur Mūsīpur,27.69742,77.23227
Mūsa Musa ,29.97726,75.32129
Murthal Murthal Murthal,29.04017,77.09269
Mursān Mursan Mursan Mursān,27.57788,77.94091
Murādnagar Muradnagar Muradnagar Muravnagar Murādnagar,28.78069,77.49865
Mundlāna Mundlana ,29.20422,76.76508
Mundha Pānde Mundha Pande ,28.80629,78.93758
Mūnak Munak ,29.51873,76.84955
Mulāna Mulana ,30.27638,77.04799
Mukmelpur Mukmelpur Mukhmerpur Mukmelpur,28.79177,77.16296
Muhammadpur Buzurg Muhammadpur Buzurg Mohammadpur Fall Muhammadpur Muhammadpur Buzurg,29.78365,77.9852
Mubārikpur Mubarikpur Mubarakpur Mubarikpur Mubārakpur Mubārikpur,30.61464,76.85586
Muazzampur Nārāyan Muazzampur Narayan Muazzampur Nanayan Muazzampur Narain Muazzampur Narayan Muazzampur Nārāyan Muāzzampur Nānāyan Muāzzampur Nārāyan,29.58701,78.21468
Morara Ka Dūngar Morara Ka Dungar Morara Ka Dungar Morara Ka Dūngar Morra-ka-Dungar Morrā-kā-Dūngar,26.81835,76.7799
Morara Morara Morara Morra Morrā,26.80856,76.81103
Morni Hill Tract Morni Hill Tract Kotaha Morni Hill Tract,30.66667,77.08333
Morni Morni Morni,30.68742,77.08851
Morena Morena Morena Pech Morena mo lei na morena muraina mwryna Морена مورینا मुरैना मोरेना মোরেনা મુરૈના ମୋରେନା 莫雷纳,26.49892,77.99534
Morān Sāgar Moran Sagar ,26.66701,76.5368
Morādābād Moradabad Moradabad Morādābād Muradabad Murādābād Морадабад,28.83893,78.77684
Morādābād Moradabad MRB Moradabad Moradabad District Morādābād Morādābād District,28.8525,78.79703
Molnau Molnau ,30.36747,78.59871
Molisar Molisar Molisar Molisar Railroad Station,28.14537,74.76906
Mahwa Kalān Mahwa Kalan Kalan Mahwa Kalan Mahwa Kalān Mohwa Kalan,27.45314,76.5986
Mahwa Mahwa Mahwa Mahwa Railroad Station Mohwa,27.463,76.61513
Mohri Railroad Station Mohri Railroad Station MOY Mohri Mohri Railroad Station Mohrī,30.25509,76.85165
Mohiuddīnpur Railroad Station Mohiuddinpur Railroad Station MUZ Mohiuddinpur Mohiuddinpur Railroad Station Mohiuddīnpur Mohiuddīnpur Railroad Station,28.88549,77.62201
Mohena Mohena ,28.22424,77.44664
Mohāri Mohari ,26.70094,77.55431
Mohan Pass Mohan Pass ,30.23707,77.96023
Mohāna Mohana ,29.03401,76.86232
Mohāna Mohana Mohana Mohāna Muhana Muhāna,26.79648,75.72796
Mohan Mohan Mohan Mohand,30.17824,77.90617
Moāna Moana ,29.43836,76.5704
Mītāthal Mitathal Mitathal Mitāthal Mītāthal,28.88243,76.1816
Mīrganj Mirganj Mirganj Mīrganj,28.54012,79.20817
Mīrānpur Miranpur Miranpur Mīrānpur,29.29026,77.94939
Mīrān Miran ,28.84393,75.73395
Miran Miran ,27.68706,74.87043
Milakpur Milakpur Milakpur,27.55238,76.86945
Milak Milak Milak Милак,28.61031,79.16997
Miānī Miani ,30.59065,78.04943
Mewāt Mewat ,27.75,76.91667
Mewa Nawāda Mewa Nawada MWE Mewa Nawada Mewa Nawada Railroad Station Mewa Nawāda Mewa Nawāda Railroad Station,29.11825,78.6144
Meerut Meerut Meerut Meerut City Merath Meratkh Mirat Miratas Mirut Mirát meluteu meratha merato mi la te mirarr mirat mirat nagaram mirata miruta myrwt Меерут Мератх Мирут Мірут מיראט ميروت ميروټ میروت میرٹھ मीरत मेरठ মীরুট ਮੇਰਠ મેરઠ ମିରଟ மீரட் మీరట్ నగరం മീററ്റ് メーラト 密拉特 메루트,28.98002,77.70636
Meerut Meerut MRT Meerut Meerut District,28.91667,77.68333
Mawāla Khūrd Mawala Khurd Mawala Khurd Mawana Mawana Khurd Mawāla Khūrd Mawāna Mawāna Khurd,29.09161,77.86034
Mawāna Mawana Mawana Mawāna,29.10288,77.92199
Maur Khurd Maur Khurd ,30.05546,75.2254
Maur Kalān Maur Kalan ,30.06966,75.24035
Maur Maur Maur,30.08333,75.25
Maujpur Maujpur ,27.36297,76.80505
Mau Mau ,27.42715,75.6423
Mau Mau ,26.8214,77.0099
Maton Hill Maton Hill Maton Hill,28.13333,75.58333
Mathura Mathura Madhura Mandura Mathura Matkhura Matura Muttra ma tu la mathura mato~ura matula matura matwra Матура Матхура Մաթհուրա ماتورا متھرا मथुरा মথুরা મથુરા ମଥୁରା மதுரா మథుర ಮಥುರಾ മഥുര マトゥラー 马图拉 마투라,27.5035,77.67215
Mathura Mathura Distretto di Mathura District de Mathura Districte de Mathura Distrito de Mathura MTH Mathura Mathura District Mathura district Matkhura Muttra Muttra District ma tu la xian mathura jela mathura jil'ha mathura jila mathura jilla mathura jillo mathura zila mathuramandalam matura mavattam mntqt mathwra Матхура ضلع متھرا متھرا ضلع منطقة ماثورا मथुरा ज़िला मथुरा जिला मथुरा जिल्ला मथुरा जिल्हा मथुरामण्डलम् মথুরা জেলা મથુરા જિલ્લો ମଥୁରା ଜିଲ୍ଲା மதுரா மாவட்டம் 馬圖拉縣,27.63333,77.58333
